example_id,source,source_row,length_bin,token_count,quality_score
2320cf78d420647315e14f6adb1414c4d4ff6192827686c7a43514da2e4856e4,smol-constraints,1602,0-255,163,0.928741
74268a6fc15ce07bc2f5cbac3e55379a4a2132a7bfe412e89254a0d5cabbb2d1,smol-constraints,1797,0-255,144,0.918361
1a6525ddcd772544bbeb0f337ddf79605dc4c69d975023a80c2592043e3349bd,smol-constraints,1847,0-255,146,0.942822
685ffc09279ee472b9f25fa5866468d240ebde5f54b80eb356315821ccb65cc6,smol-constraints,2697,0-255,143,0.972727
611a3c31962f16e4681e51498ea04b24cfa974148979451dfb1fb323a14606a0,smol-constraints,2788,0-255,162,0.9655
53e88659b31522a8b780e76445c4266bc81b2ba54513e919ae5ac8e76fd1b5b8,smol-constraints,3117,0-255,101,0.879759
2f7ea399ae06d16761d88da26b8fc623404388ff9fcb08ece5bda8ffb5bf7ae9,smol-constraints,3332,0-255,148,0.910403
e4f5d60827378b0dd385802eed1dca34f77f66ab9619236569dcfbfd95445fa0,smol-constraints,4017,0-255,67,0.755078
3e9b6ad951f5303ddbf441a751ff4af675da85bc6264dacb72feebc62a0ae756,smol-constraints,4682,0-255,89,0.825594
718947d03166a44f9db00089485f8e1501755aba0756285eb1d0a704f73cb765,smol-constraints,6287,256-511,295,0.94629
85fe708a23dba75f61ceca4714d086905176bd00177a802dec10d80e38b5348e,smol-constraints,6578,0-255,143,0.828238
56ed0441ebb9266948733a2f8e220a9e8dad14059c8b133de9eced1053fafdb9,smol-constraints,6913,0-255,136,0.916963
e1c6c5a9f552b85a47335f230ddd2989902fdb3f656adead39ae4cebf7b758e8,smol-constraints,6975,0-255,149,0.95701
e4abf92de00909836cd394cf3e60c33bf7800110e066a2652fa65b4e4995d808,smol-constraints,8066,0-255,227,0.943606
46599305af1b5df84cabc3acc7c23c81269914be76fbf116cdcb229d4d87d7d3,smol-constraints,8759,0-255,210,0.956057
1e691752ddc62af13553cb942ba8de7968d1dc3067e8e851a873fb0bbb48552d,smol-constraints,8918,0-255,220,0.941741
cc888e61d3b73a04201760fe45d5ff01355041f0ba6f27b146a4f7b5bb7c2853,smol-constraints,9652,0-255,153,0.910045
1410353e79a8c462e6e2a728e02bfc89d9788fca97143f29a8df65a5460b3bbd,smol-constraints,9780,0-255,105,0.827083
cc09e394432ed11ac84072ffd05145c05c152b5d82996111f3169bf69ea6f364,smol-constraints,9850,0-255,127,0.903619
24cfbaf8a9d9331c05854bdf517b59216f7c2a228735773a8bf2c5b2a308ecb8,smol-constraints,10194,0-255,130,0.917131
9799c004bcc4e97ce2da1f212eb4513cc264dd79f7b31ae9c8449f339776b970,smol-constraints,10346,0-255,156,0.955544
88f29984943aca2568fa2a00a4a9065a0729d4da342c9c72836644e2cfd51b3c,smol-constraints,10714,256-511,368,0.917124
399c301f6396e4a34919f1ffa12e133c94116f4922367795de6c549b0bc64177,smol-constraints,10762,0-255,142,0.837293
57c14bbcd197ccd8defaca9e3ef88b93d59c9176fa32f8a78adb65adfe99d0d7,smol-constraints,10884,0-255,205,0.924295
76494e76aabe9c3122f33b9f3135981f095e6ee6bc1c00a79dafbb9431c33221,smol-constraints,11052,0-255,165,0.947779
c740eef14645beca910b3cf2aa7cb52a6a819019563fe02dbf1e056490b878e6,smol-constraints,11293,256-511,385,0.925198
1cb73dfd79c43e78e24cb91a35527b980711f6196d2e3be9d8a2187fae530984,smol-constraints,11336,256-511,430,0.920374
6dc395e98f070469964a5e1ec22cb8074a564665d87624ed007b31fe80e15794,smol-constraints,11560,0-255,205,0.889012
3e9d849fb2127c190308d5e7c26fbf23457883155de60e0da42f16a373f207ee,smol-constraints,11843,0-255,206,0.956018
